committee_id,report_year,report_type,image_number,line_number,transaction_id,file_number,original_sub_id,committee_designated_coordinated_expenditure_indicator,committee_name,entity_type,entity_type_desc,designated_committee_id,designated_committee_name,subordinate_committee_id,payee_name,payee_last_name,payee_middle_name,payee_first_name,aggregate_general_election_expenditure,expenditure_type,expenditure_type_full,expenditure_purpose_full,expenditure_date,expenditure_amount,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,action_code,action_code_full,back_reference_transaction_id,back_reference_schedule_name,memo_code,memo_code_full,unlimited_spending_flag,unlimited_spending_flag_full,catolog_code,catolog_code_full,schedule_type_full,load_date,filing_form,link_id,sub_id,memo_text,schedule_type,election_cycle
C00105668,2022,M6,202303179579368501,25,B.F.508,1693838,,Y,,ORG,ORGANIZATION,C00105668,CALIFORNIA DEMOCRATIC PARTY,,"OUTREACH CIRCLE, INC.",,,,0.00,,,TEXT MESSAGES (SPECIAL 2022),2022-05-31 00:00:00,10000.00,,"PADILLA, ALEX",,ALEX,,PADILLA,,S,SENATE,CA,CALIFORNIA,,C00765164,,,,,,,N,NO CHANGE,,,X,,,,001,Administrative/Salary/Overhead Expenses ,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031820231735129003,4032020231736657004,,SF,2022
C00105668,2022,M6,202303179579368501,25,X.FALC.11047,1693838,,Y,,ORG,ORGANIZATION,C00105668,CALIFORNIA DEMOCRATIC PARTY,,"POLITICAL DATA, INC.",,,,70000.00,24C,COORDINATED EXPENDITURE,TEXT MESSAGES   (SPECIAL 2022),2022-05-10 00:00:00,10000.00,S2CA00955,"PADILLA, ALEX",,ALEX,,PADILLA,,S,SENATE,CA,CALIFORNIA,,C00765164,,,,,,,N,NO CHANGE,,,,,,,001,Administrative/Salary/Overhead Expenses ,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031820231735129003,4032020231736657005,,SF,2022
C00105668,2022,M6,202303179579368502,25,X.FALC.11048,1693838,,Y,,ORG,ORGANIZATION,C00105668,CALIFORNIA DEMOCRATIC PARTY,,"POLITICAL DATA, INC.",,,,70000.00,24C,COORDINATED EXPENDITURE,TEXT MESSAGES   (PRIMARY 2022),2022-05-10 00:00:00,10000.00,S2CA00955,"PADILLA, ALEX",,ALEX,,PADILLA,,S,SENATE,CA,CALIFORNIA,,C00765164,,,,,,,N,NO CHANGE,,,,,,,001,Administrative/Salary/Overhead Expenses ,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031820231735129003,4032020231736657006,,SF,2022
C00105668,2022,M6,202303179579368502,25,X.FALC.11041,1693838,,Y,,ORG,ORGANIZATION,C00105668,CALIFORNIA DEMOCRATIC PARTY,,SKDKNICKERBOCKER LLC,,,,70000.00,24C,COORDINATED EXPENDITURE,DIGITAL MEDIA   (SPECIAL 2022),2022-05-06 00:00:00,50000.00,S2CA00955,"PADILLA, ALEX",,ALEX,,PADILLA,,S,SENATE,CA,CALIFORNIA,,C00765164,,,,,,,N,NO CHANGE,,,,,,,001,Administrative/Salary/Overhead Expenses ,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031820231735129003,4032020231736657007,,SF,2022
C00105668,2022,M6,202303179579368502,25,X.FALC.11042,1693838,,Y,,ORG,ORGANIZATION,C00105668,CALIFORNIA DEMOCRATIC PARTY,,SKDKNICKERBOCKER LLC,,,,70000.00,24C,COORDINATED EXPENDITURE,DIGITAL MEDIA   (PRIMARY 2022),2022-05-06 00:00:00,50000.00,S2CA00955,"PADILLA, ALEX",,ALEX,,PADILLA,,S,SENATE,CA,CALIFORNIA,,C00765164,,,,,,,N,NO CHANGE,,,,,,,001,Administrative/Salary/Overhead Expenses ,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031820231735129003,4032020231736657008,,SF,2022
C00000935,2022,M8,202303179579366812,25,SF-1043644,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2AZ06221,"HODGE, JEVIN",,JEVIN,,HODGE,,H,HOUSE,AZ,ARIZONA,01,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657009,,SF,2022
C00000935,2022,M8,202303179579366812,25,SF-1043645,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,23145.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H6AZ01199,"O'HALLERAN, TOM",,TOM,,O'HALLERAN,,H,HOUSE,AZ,ARIZONA,02,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657010,,SF,2022
C00000935,2022,M8,202303179579366812,25,SF-1043646,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8AZ09040,"STANTON, GREG",,GREG,,STANTON,,H,HOUSE,AZ,ARIZONA,04,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657011,,SF,2022
C00000935,2022,M8,202303179579366813,25,SF-1043647,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2CA04122,"JONES, KERMIT",,KERMIT,,JONES,,H,HOUSE,CA,CALIFORNIA,03,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657012,,SF,2022
C00000935,2022,M8,202303179579366813,25,SF-1043648,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8CA10126,"HARDER, JOSH",,JOSH,,HARDER,,H,HOUSE,CA,CALIFORNIA,09,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657013,,SF,2022
C00000935,2022,M8,202303179579366813,25,SF-1043649,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2CA13115,"GRAY, ADAM",,ADAM,,GRAY,,H,HOUSE,CA,CALIFORNIA,13,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657014,,SF,2022
C00000935,2022,M8,202303179579366814,25,SF-1043650,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2CA21233,"SALAS, RUDY",,RUDY,,SALAS,,H,HOUSE,CA,CALIFORNIA,22,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657015,,SF,2022
C00000935,2022,M8,202303179579366814,25,SF-1043651,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H0CA25154,"SMITH, CHRISTY",,CHRISTY,,SMITH,,H,HOUSE,CA,CALIFORNIA,27,,,,,,,,C,CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657016,,SF,2022
C00000935,2022,M8,202303179579366814,25,SF-1043652,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2CA40092,"MAHMOOD, ASIF DR.",DR.,ASIF,,MAHMOOD,,H,HOUSE,CA,CALIFORNIA,40,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657017,,SF,2022
C00000935,2022,M8,202303179579366815,25,SF-1043653,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2CA42205,"ROLLINS, WILL",,WILL,,ROLLINS,,H,HOUSE,CA,CALIFORNIA,41,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657018,,SF,2022
C00000935,2022,M8,202303179579366815,25,SF-1043654,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2CA39136,"CHEN, JAY",,JAY,,CHEN,,H,HOUSE,CA,CALIFORNIA,45,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657019,,SF,2022
C00000935,2022,M8,202303179579366815,25,SF-1043655,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8CA45130,"PORTER, KATHERINE",,KATHERINE,,PORTER,,H,HOUSE,CA,CALIFORNIA,47,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657020,,SF,2022
C00000935,2022,M8,202303179579366816,25,SF-1043656,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8CA49058,"LEVIN, MIKE",,MIKE,,LEVIN,,H,HOUSE,CA,CALIFORNIA,49,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657021,,SF,2022
C00000935,2022,M8,202303179579366816,25,SF-1043657,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8CO07045,"PETTERSEN, BRITTANY",,BRITTANY,,PETTERSEN,,H,HOUSE,CO,COLORADO,07,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657022,,SF,2022
C00000935,2022,M8,202303179579366816,25,SF-1043658,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2CO08020,"CARAVEO, YADIRA",,YADIRA,,CARAVEO,,H,HOUSE,CO,COLORADO,08,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657023,,SF,2022
C00000935,2022,M8,202303179579366817,25,SF-1043659,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2CT02112,"COURTNEY, JOSEPH D",,JOSEPH,D,COURTNEY,,H,HOUSE,CT,CONNECTICUT,02,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657024,,SF,2022
C00000935,2022,M8,202303179579366817,25,SF-1043660,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8CT05245,"HAYES, JAHANA",,JAHANA,,HAYES,,H,HOUSE,CT,CONNECTICUT,05,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657025,,SF,2022
C00000935,2022,M8,202303179579366817,25,SF-1043661,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8FL00034,"TADDEO, ANNETTE",,ANNETTE,,TADDEO,,H,HOUSE,FL,FLORIDA,27,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657026,,SF,2022
C00000935,2022,M8,202303179579366818,25,SF-1043662,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2GA02031,"BISHOP, SANFORD",,SANFORD,,BISHOP,,H,HOUSE,GA,GEORGIA,02,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657027,,SF,2022
C00000935,2022,M8,202303179579366818,25,SF-1043663,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2IA02111,"BOHANNAN, CHRISTINA",,CHRISTINA,,BOHANNAN,,H,HOUSE,IA,IOWA,01,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657028,,SF,2022
C00000935,2022,M8,202303179579366818,25,SF-1043664,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2IA01089,"MATHIS, ELIZABETH",,ELIZABETH,,MATHIS,,H,HOUSE,IA,IOWA,02,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657029,,SF,2022
C00000935,2022,M8,202303179579366819,25,SF-1043665,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8IA03124,"AXNE, CINDY",,CINDY,,AXNE,,H,HOUSE,IA,IOWA,03,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657030,,SF,2022
C00000935,2022,M8,202303179579366819,25,SF-1043666,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8IL14067,"FOSTER, G. WILLIAM",,G. WILLIAM,,FOSTER,,H,HOUSE,IL,ILLINOIS,11,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657031,,SF,2022
C00000935,2022,M8,202303179579366819,25,SF-1043667,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2IL13153,"BUDZINSKI, NIKKI",,NIKKI,,BUDZINSKI,,H,HOUSE,IL,ILLINOIS,13,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657032,,SF,2022
C00000935,2022,M8,202303179579366820,25,SF-1043668,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8IL14174,"UNDERWOOD, LAUREN",,LAUREN,,UNDERWOOD,,H,HOUSE,IL,ILLINOIS,14,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657033,,SF,2022
C00000935,2022,M8,202303179579366820,25,SF-1043669,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2IL17147,"SORENSEN, ERIC",,ERIC,,SORENSEN,,H,HOUSE,IL,ILLINOIS,17,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657034,,SF,2022
C00000935,2022,M8,202303179579366820,25,SF-1043670,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H0IN01150,"MRVAN, FRANK",,FRANK,,MRVAN,,H,HOUSE,IN,INDIANA,01,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657035,,SF,2022
C00000935,2022,M8,202303179579366821,25,SF-1043671,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8KS03155,"DAVIDS, SHARICE",,SHARICE,,DAVIDS,,H,HOUSE,KS,KANSAS,03,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657036,,SF,2022
C00000935,2022,M8,202303179579366821,25,SF-1043672,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H6MD08549,"TRONE, DAVID",,DAVID,,TRONE,,H,HOUSE,MD,MARYLAND,06,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657037,,SF,2022
C00000935,2022,M8,202303179579366821,25,SF-1043673,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8ME02185,"GOLDEN, JARED",,JARED,,GOLDEN,,H,HOUSE,ME,MAINE,02,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657038,,SF,2022
C00000935,2022,M8,202303179579366822,25,SF-1043674,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H0MI03316,"SCHOLTEN, HILLARY",,HILLARY,,SCHOLTEN,,H,HOUSE,MI,MICHIGAN,03,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657039,,SF,2022
C00000935,2022,M8,202303179579366822,25,SF-1043675,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H8MI08102,"SLOTKIN, ELISSA",,ELISSA,,SLOTKIN,,H,HOUSE,MI,MICHIGAN,07,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657040,,SF,2022
C00000935,2022,M8,202303179579366822,25,SF-1043676,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H2MI05119,"KILDEE, DANIEL T.",,DANIEL,T.,KILDEE,,H,HOUSE,MI,MICHIGAN,08,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657041,,SF,2022
C00000935,2022,M8,202303179579366823,25,SF-1043677,1693783,,Y,,ORG,ORGANIZATION,C00010603,DEMOCRATIC NATIONAL COMMITTEE,C00000935,CAMPAIGN VERIFY,,,,95.00,24C,COORDINATED EXPENDITURE,TELECOM VERIFICATION SERVICES,2022-07-22 00:00:00,95.00,H6MN02131,"CRAIG, ANGELA DAWN",,ANGELA,DAWN,CRAIG,,H,HOUSE,MN,MINNESOTA,02,,,,,,,,N,NO CHANGE,,,,,,,,,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2023-03-21 03:31:10,F3X,4031720231735082175,4032020231736657042,,SF,2022
