RON RICHARDS FOR CONGRESS,C00341230,CONNIE PETERSON,House,Principal campaign committee
MASCO POLITICAL ACTION COMMITTEE,C00341289,LYNCH PEGGY,PAC - Nonqualified,Lobbyist/Registrant PAC
BOB KERN FOR CONGRESS DISTRICT 6,C00341354,BOB KERN,House,Principal campaign committee
HENRY E. BROWN JR. FOR CONGRESS,C00341529,GIBBONS GLENN D. MR.,House,Principal campaign committee
LA VOZ HISPANA,C00341578,MELISSA MELGOZA,PAC - Nonqualified,Unauthorized
ANGEL JOY CHAVIS-ROCKER COMMITTEE FOR PRESIDENT,C00341610,GARY GLENN,Presidential,Principal campaign committee
RONALD H CARTER FOR PRESIDENT,C00341669,RONALD H CARTER,Presidential,Principal campaign committee
MAINSTREAM AMERICA POLITICAL ACTION COMMITTEE,C00341826,THOMAS H HUDSON,PAC - Qualified,Unauthorized
FAIRCLOTH FOR SENATE COMMITTEE 2004,C00341909,CHARLES FULLER,Senate,Principal campaign committee
AMERICAN COAL COMPANY (PAC),C00342089,PAUL BRUCE HILL,PAC - Qualified,Unauthorized
GREATER WASHINGTON BOARD OF TRADE CAPITAL NETWORK (CAPNET),C00342097,A. Robert Mr. Peck,PAC - Qualified,Unauthorized
ELECTRONIC COMMERCE ASSOCIATION POLITICAL ACTION COMMITTEE INCORPORATED,C00342162,RICHARD J GORDON,PAC - Nonqualified,Unauthorized
ALEXANDER FOR PRESIDENT INC,C00342220,JAMES S LATTIMORE JR,Presidential,Principal campaign committee
COMMITTEE TO ELECT MARCO LONGO,C00342303,JAMES W HASTY JR,House,Principal campaign committee
CITY OF PHILADELPHIA,C00342568,DEAN KAPLAN,Party - Nonqualified,Unauthorized
POLE PAC,C00342683,EDWARD R KRAUZE,PAC - Nonqualified,Unauthorized
KEYES 2000 - ILLINOIS CAMPAIGN COMMITTEE,C00342824,D BRIAN CARTER,Presidential,Authorized by a candidate
DALLAS COUNTY REPUBLICAN PARTY - PRIMARY,C00342857,ALEGNANI MARK,Party - Qualified,Unauthorized
FLOTRON FOR CONGRESS COMMITTEE,C00343178,SYLVIA FLOTRON,House,Principal campaign committee
REPUBLICAN HEROES 2000,C00343343,ANN C WOLLAN,PAC - Qualified,Unauthorized
OPERATION SPLIT/BALLOT,C00104133,HAROLD CHILDRESS,PAC - Nonqualified,Unauthorized
WESTFIELD DEVELOPMENT  INC POLITICAL ACTION COMMITTEE (WESTFIELD PAC),C00343392,MARK STEFANEK,PAC - Qualified,Lobbyist/Registrant PAC
PRESTON WOOD COUNTRY CLUB POLITICAL ACTION COMMITTEE,C00343814,KEVIN R SHEA,PAC - Qualified,Unauthorized
KEYSPAN CORPORATION POLITICAL ACTION COMMITTEE,C00343988,OLIVEIRA ANNE E MS,PAC - Qualified,Lobbyist/Registrant PAC
FRIENDS OF BILL REDMOND,C00344192,MEDARDO SANCHEZ JR,Senate,Principal campaign committee
WHITMAN FOR US SENATE,C00344572,RONALD GRAVINO,Senate,Principal campaign committee
DE VOS FOR SENATE LLC,C00344689,MR ERIC P MOY,Senate,Principal campaign committee
RUNHILLARY.COM DRAFT COMMITTEE,C00344747,JACQUELYN DAVIS,Single Candidate Independent Expenditure,Unauthorized
AMELIA LEW FRITTS FOR CONGRESS,C00104240,PETER D. LARSON TREASURER,House,Principal campaign committee
GIBSON DUNN & CRUTCHER LLP PAC,C00344754,HERRICK MICHAEL LEE,PAC - Qualified,Unauthorized
J-PAC,C00344879,JOHN F BARINGER,PAC - Nonqualified,Unauthorized
HEXCEL CORPORATION POLITICAL ACTION COMMITTEE,C00345173,LEI BEN,PAC - Qualified,Lobbyist/Registrant PAC
MIDNIGHT SUN POLITICAL ACTION COMMITTEE,C00345199,HARRIGAN LINDA,PAC - Qualified,Leadership PAC
LICHT 2000 COMMITTEE,C00345256,WILLIAM J PICCERELLI,Senate,Principal campaign committee
BRYNDAN WRIGHT FOR CONGRESS COMMITTEE,C00345504,Wambsganss Andrew,House,Principal campaign committee
NEW YORKERS FOR OPPENHEIMER,C00345579,ROBIN LEVITT TOPOL,House,Principal campaign committee
KANSAS REPUBLICAN VICTORY FUND FEDERAL PAC,C00345959,MARTIN MERILEE,PAC - Qualified,Lobbyist/Registrant PAC
COMMITTE TO ELECT RICHARD ALAN HALE AND THE NEW DEMOCRACY,C00346205,RICHARD ALAN HALE,Presidential,Principal campaign committee
KOSTER FOR CONGRESS,C00346460,HIME NORMAN S,House,Principal campaign committee
ALASKANS FOR VONDERSAAR,C00346882,F J VONDERSAAR,House,Principal campaign committee
BUSH-CHENEY 2000 COMPLIANCE COMMITTEE INC.,C00346932,DAVID HERNDON,Presidential,Authorized by a candidate
PENNSYLVANIANS FOR AN ETHICAL FUTURE,C00346957,DIANNE MARIE BEECHER,PAC - Nonqualified,Unauthorized
HAMILTON FOR CONGRESS,C00347336,KEVIN BAER,House,Principal campaign committee
NOBLE WILLINGHAM FOR CONGRESS,C00347468,NOBLE WILLINGHAM,House,Principal campaign committee
MARK S COUTU FOR CONGRESS,C00348037,MARK S COUTU,House,Principal campaign committee
INDEPENDENT AMERICAN PARTY,C00348235,BEN THOMPSON,Party - Nonqualified,Unauthorized
CELEBRATION 2000,C00348300,STAN HUCKABY,PAC - Nonqualified,Joint fundraising committee
HUPPENTHAL FOR CONGRESS EXPLORATORY COMMITTEE,C00348326,KATHY BUEHRLE,House,Principal campaign committee
NATIONAL CONSERVATIVE CAMPAIGN FUND,C00348359,PETER J CARVEN,PAC - Qualified,Unauthorized
BILL SETTLE FOR CONGRESS,C00348425,MOLLY R REEVES,House,Principal campaign committee
COMMITTEE TO ELECT JIM HOFFMANN,C00348615,DEBBIE LYNN HOFFMANN,House,Principal campaign committee
LESNIK ORGANIZATION INC PAC,C00348664,GUY CHIPPARONI,PAC - Nonqualified,Unauthorized
RICK HUBBARD FOR US SENATE,C00348789,RICHARD M HUBBARD,Senate,Principal campaign committee
SHELLEY KIEL FOR CONGRESS,C00349142,MARK J HOEGER,House,Principal campaign committee
PHILLIPS 2000 INC,C00349209,MATTHEW L CHANCEY,Presidential,Principal campaign committee
HARMON FOR CONGRESS COMMITTEE,C00349308,HOWARD W AMOS,House,Principal campaign committee
SELF-INSURANCE INSTITUTE OF AMERICA INC POLITICAL ACTION COMMITTEE (SIPAC),C00349415,JAMES A KINDER,PAC - Nonqualified,Unauthorized
TONY SAMUEL FOR CONGRESS COMMITTEE,C00349605,RUTH P. SAMUEL,House,Principal campaign committee
PETERMAN FOR CONGRESS COMMITTEE,C00349845,DEBBIE JO PETERMAN,House,Principal campaign committee
CUNNEEN FOR CONGRESS,C00350272,KARIN M DOWDY,House,Principal campaign committee
CAMPAIGN TO ELECT DAVID MORRIS,C00350348,SAM PIERCE,House,Principal campaign committee
TURNER FOR US CONGRESS,C00350504,HAROLD C TURNER,House,Principal campaign committee
NO WAR NOW--THE EFFORT TO NOMINATE ERIK THOMPSON,C00350652,ERIK THOMPSON,Presidential,Principal campaign committee
ACADEMY OF DOCTORS OF AUDIOLOGY POLITICAL ACTION COMMITTEE,C00351015,CAVITT KIMBERLY M,PAC - Qualified,Unauthorized
CALIFORNIA REPUBLICAN VETERANS OF AMERICA FEDERAL PAC,C00351213,KATHRYN LYNN ADAMS,PAC - Nonqualified,Unauthorized
JEFF WRIGHT FOR CONGRESS EXPLORATORY COMMITTEE,C00351411,D GERALD SEARFOSS,House,Principal campaign committee
KRUEGER CAMPAIGN COMMITTEE,C00351460,FREDERIC R KRUEGER,House,Principal campaign committee
MICHAEL VINCENT VACCA JR FOR CONGRESS,C00351528,SABRINA CLEVINGER,House,Principal campaign committee
PATRIOTS OF THE CONSTITUTION POLITICAL PARTY,C00352088,ELTON L GREGORY,Party - Nonqualified,Unauthorized
NEW CENTURY POLITICAL ACTION COMMITTEE,C00352740,THOMAS BLOOD,PAC - Nonqualified,Unauthorized
HISPANIC ACTION COMMITTEE (H-PAC),C00352872,MR REY GALINDO,PAC - Nonqualified,Unauthorized
NEILL FOR CONGRESS COMMITTEE,C00353243,Nan Jennings,House,Principal campaign committee
BUSH FIRST DISTRICT DELEGATES COMMITTEE,C00353250,RONALD G ALESSI SR,Delegate Committee,Unauthorized
GREAT PLAINS LEADERSHIP FUND,C00353417,HAUER JAMES,PAC - Qualified,Leadership PAC
DIANA RIVERA-MARTINEZ FOR CONGRESS,C00353466,JESSE MARTINEZ,House,Principal campaign committee
BOB GRIFFITHS FOR CONGRESS,C00353490,THOMAS B FREEMAN,House,Principal campaign committee
COMMITTEE TO ELECT KEVIN MCKEIGUE FOR US SENATE,C00353557,KEVIN MCKEIGUE,Senate,Principal campaign committee
PEOPLE FOR BELLISSIMO,C00353623,GARY T ROZANSKI,House,Principal campaign committee
BENTLEY FOR CONGRESS,C00353946,ELIZABETH R VANCE,House,Principal campaign committee
GLACIER PAC,C00353953,LOPACH SHEILA,PAC - Qualified,Leadership PAC
SAFEGUARD SCIENTIFICS INC PAC,C00354027,GERALD BLITSTEIN,PAC - Nonqualified,Unauthorized
SARGENT ELECTRIC COMPANY PAC FKA SARGENT ELECTRIC PAC,C00354175,ROBERT D BOWEN,PAC - Nonqualified,Unauthorized
GENE SMITH FOR CONGRESS,C00354340,DAVID L ABEL CPA MBA,House,Principal campaign committee
MISSISSIPPIANS FOR YOSTE,C00354431,FRANK M YERGER,House,Principal campaign committee
ARKANSAS BAIT AND ORNAMENTAL FISH GROWERS ASSOCIATION POLITICAL ACTION COMMITTEE,C00354621,RONNIE ANDERSON,PAC - Nonqualified,Unauthorized
DAVID T GALLAHER FOR SENATE,C00354936,BETTY C LANE,Senate,Principal campaign committee
ROSENTHAL FOR CONGRESS,C00355008,MARK J SHERMAN,House,Principal campaign committee
RANDY WALTER FOR CONGRESS,C00355115,DEBBIE WALTER,House,Principal campaign committee
DON BELL FOR CONGRESS/2000,C00355180,DEA J WOODS,House,Principal campaign committee
FEDERAL VICTORY FUND,C00355271,MARY JANE SARGENT,PAC - Qualified,Unauthorized
SCOTT TOOLEY FOR US CONGRESS,C00355545,SCOTT TOOLEY,House,Principal campaign committee
EG&G TECHNICAL SERVICES PAC,C00356543,Robinson Greg David,PAC - Qualified,Unauthorized
HESS FOR CONGRESS,C00356550,LISA JO WILLIAMS,House,Principal campaign committee
SUPPORTERS OF BETH KING FOR CONGRESS,C00357103,ROBERT J KING,House,Principal campaign committee
NORTHPOINT COMMUNICATIONS INC POLITICAL ACTION COMMITTEE (NORTHPOINT PAC),C00357251,GREGG ORF,PAC - Nonqualified,Unauthorized
IOVANNITTI FOR CONGRESS,C00357533,FEDERICO IOVANNITTI,House,Principal campaign committee
CALIFORNIA WATER SERVICE GROUP POLITICAL ACTION COMMITTEE,C00357608,SKARB JUSTIN,PAC - Qualified,Unauthorized
CAMPAIGN 2000 FOR A REAL CHANGE,C00357673,GREG GERRITT,Single Candidate Independent Expenditure,Unauthorized
ARMENIAN-AMERICAN POLITICAL ACTION COMMITTEE INC,C00357921,EDDIE MINASSIAN,PAC - Nonqualified,Unauthorized
GUSCIORA FOR CONGRESS 2000,C00358275,JEFFREY G KOLAKOWSKI,House,Principal campaign committee
COALITION OF CONCERNED CHRISTIANS,C00358432,THOMAS L COBLE,PAC - Nonqualified,Unauthorized
CYBER SECURITY PAC,C00358598,JAMES J CAREY,PAC - Nonqualified,Unauthorized
FUTURE FUND,C00358747,WILLIAM C OLDAKER,PAC - Nonqualified,Unauthorized
COMMITTEE TO ELECT BILLY YANCY,C00358762,BRADLEY WAYNE MASHBURN,House,Principal campaign committee
COMMITTEE TO ELECT FREDERICK T GOLDER,C00359059,R PETER AVILA,House,Principal campaign committee
VERTRUE INCORPORATED PAC,C00359133,GEORGE W M THOMAS,PAC - Qualified,Unauthorized
TOEL FOR U S SENATE,C00359315,LISA M TOEL,Senate,Principal campaign committee
IDAHO'S TEAM,C00359422,RICH JACKSON,House,Joint fundraising committee
MICHIGAN WOMEN VOTE 2000!,C00359729,ELLEN R MALCOLM,Party - Qualified,Joint fundraising committee
COMMITTEE TO ELECT BOB BRODA,C00359794,ROBERT F BRODA JR,House,Principal campaign committee
COMMITTEE TO ELECT THOMAS C TINDLE FOR CONGRESS,C00359828,THOMAS C TINDLE,House,Principal campaign committee
IDA COX FOR CONGRESS COMMITTEE,C00359935,WENDELL WILLIAMS,House,Principal campaign committee
JACOBS FOR CONGRESS,C00360057,ELENA POUSADA,House,Principal campaign committee
DAN DICKMAN FOR CONGRESS,C00360818,TED A WELCH,House,Principal campaign committee
GREEN PARTY OF OHIO POLITICAL ACTION COMMITTEE-FEDERAL (GPOHIO PAC-FEDERAL),C00361022,PAUL D DUMOUCHELLE,Party - Nonqualified,Unauthorized
AMERICANS AGAINST HILLARY,C00361394,JAMES J FOTIS,Party - Nonqualified,Unauthorized
NJ GREEN CAMPAIGN 2000 INC,C00361501,HALLY ABBOTT,Party - Nonqualified,Unauthorized
GEORGIANS FOR A GREEN WHITE HOUSE,C00361782,ANDREA L FERRIS,PAC - Nonqualified,Unauthorized
PACIFIC GREEN PARTY FEDERAL COMMITTEE,C00361832,RALPH H TROY SMITH,Party - Nonqualified,Unauthorized
OCEAN COUNTY DEMOCRATIC COMMITTEE,C00361840,PATRICK SHEEHAN ESQ,Party - Qualified,Unauthorized
KENNEDY & GRAVEN CHARTERED PAC,C00361865,ROBERT C LONG,PAC - Nonqualified,Unauthorized
COMMITTEE TO ELECT BOB DONOVAN; THE,C00362038,KASEY K DONOVAN,Presidential,Principal campaign committee
SCIENCE & ENGINEERING ASSOCIATES INC (SEA-PAC),C00362103,RUSSELL J CASO JR,PAC - Nonqualified,Unauthorized
AMERICAN COLLEGE OF NUCLEAR PHYSICIANS NUCLEAR MEDICINE POLITICAL ACTION COMMITTEE,C00362152,VIRGINIA PAPPAS,PAC - Nonqualified,Unauthorized
FRIENDS OF THE FIFTH DIST REPUBLICAN COMM,C00362335,LESLIE R ADAMS,Party - Nonqualified,Unauthorized
WV CHAMBER OF COMMERCE JOB PAC,C00362517,STEVE ROBERTS,PAC - Nonqualified,Unauthorized
COMMONWEALTH ASSOCIATION OF SCHOOL ADMINISTRATORS - TEAMSTERS LOCAL 502 PAC,C00362608,DONALD ANTICOLI,PAC - Qualified,Unauthorized
VERMONT GREENS (VT GREENS),C00363085,MATTEO BURANI,Single Candidate Independent Expenditure,Unauthorized
ALLIED NURSES AND DOCTORS OF PENNSYLVANIA,C00363259,THOMAS C TREVORROW MD,Single Candidate Independent Expenditure,Unauthorized
JERRY'S POLITICAL ACTION COMMITTEE (JERRY'S PAC),C00363317,WEISSMAN LEWIS,PAC - Qualified,Leadership PAC
PROTECT,C00363671,JOHN J FLEMING,PAC - Nonqualified,Unauthorized
PUTNAM FOR CONGRESS,C00364117,WRIGHT DAVID,House,Principal campaign committee
AMERICAN COLLEGE OF OB-GYNS PAC (OB-GYN PAC),C00364158,BATARLA ROB,PAC - Qualified,Lobbyist/Registrant PAC
COX FOR US SENATE COMMITTEE INC (2002),C00364315,JOHN H COX,Senate,Authorized by a candidate
LINDSEY GRAHAM FOR SENATE,C00364505,THAD H WESTBROOK,Senate,Authorized by a candidate
MCFADDIN FOR PRESIDENT COMMITTEE,C00364620,KENNETH RAY MCFADDIN,Presidential,Principal campaign committee
R ALAN SMITH FOR CONGRESS,C00364703,C APRIL BOLING,House,Principal campaign committee
SAFT GOOD GOVERNMENT FUND SAFTPAC,C00364794,ROBERT R. DOBRANSKY,PAC - Nonqualified,Unauthorized
JOHN ALBION FOR CONGRESS,C00365320,Charles A. Massie,House,Principal campaign committee
JOHNSON FOR CONGRESS,C00365460,MARY J BUCHMAN,House,Principal campaign committee
MCCOTTER CONGRESSIONAL COMMITTEE,C00365841,BOVITZ ROBERT A. MR.,House,Principal campaign committee
BEEHIVE FORUM,C00365890,LYNETTE SHARP,PAC - Nonqualified,Unauthorized
VAN HOLLEN FOR CONGRESS,C00366096,MAUD STACEY,House,Principal campaign committee
FRIENDS OF FRANK GARGANO LTD,C00366518,MELISSA MELENDEZ,House,Principal campaign committee
MESA AIR GROUP INC POLITICAL ACTION COMMITTEE,C00366534,CHRISTOPHER J PAPPAIOANOU,PAC - Nonqualified,Unauthorized
CALDER CLAY FOR US CONGRESS,C00366716,FRED H LANIER,House,Principal campaign committee
BUCKEYE LIBERTY PAC,C00366781,LESHER MEREDITH,PAC - Qualified,Leadership PAC
DETROIT REGIONAL CHAMBER FED PAC,C00366872,WILLIAMS BRAD,PAC - Nonqualified,Unauthorized
RAYE FOR CONGRESS,C00366906,ALICE J MCINNIS,House,Principal campaign committee
21ST CENTURY PROHIBITION PARTY (ROCKY MOUNTAIN HIGH),C00367078,MAJOR TOM,Presidential,Principal campaign committee
REEVES FOR SENATE,C00367235,GRAY STYERS,Senate,Principal campaign committee
ELSER FOR CONGRESS,C00367359,Carr Mary Elizabeth,House,Principal campaign committee
IDT CORPORATION PAC ('IDT PAC'),C00367383,ULREY WILLIAM B.,PAC - Qualified,Unauthorized
ALASKANS FOR VONDERSAAR,C00367599,F J VONDERSAAR,Senate,Principal campaign committee
FRIENDS OF GINNY BROWN-WAITE,C00367680,SOWERS LORI A,PAC - Qualified,Unauthorized
OPPENHEIMERFUNDS INC. POLITICAL ACTION COMMITTEE,C00367920,OLDHAM KEVIN,PAC - Qualified,Lobbyist/Registrant PAC
LONGLEY FOR CONGRESS,C00367946,Macleod-Ball Michael W.,House,Principal campaign committee
CAMPAIGN TO ELECT BILL WILLIAMS,C00368076,THERESA L BOERM,House,Principal campaign committee
NELSON 2006,C00368209,SUSAN LANDOW,Senate,Authorized by a candidate
ADVANCED INTERNET TECHNOLOGIES INC EMPLOYEE POLITICALACTION COMMITTEE (AIT PAC),C00368555,ROY H ADAMS JR,PAC - Nonqualified,Unauthorized
CORONADO FOR CONGRESS,C00368589,MACKENZIE SCOTT B  ,House,Principal campaign committee
HANSEN FOR CONGRESS,C00368654,JOHN L BOROVICKA,House,Principal campaign committee
BRUCE WECHSLER FOR CONGRESS,C00368886,THERESA WECHSLER,House,Principal campaign committee
TOM FEENEY FOR CONGRESS,C00368951,WATKINS NANCY H.,House,Principal campaign committee
MIKE MILES FOR SENATE COMMITTEE,C00368969,DENISE JODI COHEN,Senate,Principal campaign committee
MONTEITH FOR CONGRESS,C00369173,BETTY PRESLEY,House,Principal campaign committee
COMMITTEE FOR TRUCKERS BASE PAY,C00369272,MIKE ROGERS,PAC - Nonqualified,Unauthorized
PROLOGIC INC PAC,C00369835,BAUR JAMES F.,PAC - Qualified,Unauthorized
NATIONAL RAILROAD CONSTRUCTION & MAINTENANCE ASSOCIATION POLITICAL ACTION COMMITTEE,C00369900,Nordstrom Adam Mr.,PAC - Nonqualified,Unauthorized
INDEPENDENCE PARTY; THE,C00369959,ROBERT LEE,Presidential,Authorized by a candidate
FLORIDA VICTORY FUND,C00369975,HOWARD WOLFSON,Party - Nonqualified,Unauthorized
PRESSLER FOR CONGRESS,C00370064,STACI KESLING,House,Principal campaign committee
KEN BENTSEN FOR US SENATE COMMITTEE,C00370288,KEN BENTSEN,Senate,Principal campaign committee
NORTH CAROLINA VICTORY FUND,C00370684,ANDREW GROSSMAN,Party - Qualified,Joint fundraising committee
JOE NIXON FOR CONGRESS,C00370734,RICHARD FEDOURICH,House,Principal campaign committee
GINGREY FOR SENATE INC,C00370783,GINGREY WILLIAM A.,Senate,Principal campaign committee
MUSLIM PUBLIC AFFAIRS COUNCIL'S AMERICANS FOR PEACE AND JUSTICE POLITICAL ACTION COMMITTEE,C00370858,MS SUHAD OBEIDI,PAC - Nonqualified,Unauthorized
INTERACTIVE CORP POLITICAL ACTION COMMITTEE AKA IACPAC,C00371088,BUSE MARK,PAC - Qualified,Lobbyist/Registrant PAC
GEORGE ALLEN HOE DOWN COMMITTEE,C00371146,Thomson Gary,PAC - Nonqualified,Joint fundraising committee
BLINKEN FOR SENATE CAMPAIGN 2002 LLC,C00371161,DANIEL E WILLIAMS,Senate,Principal campaign committee
SHUGARS FOR CONGRESS,C00371237,DAVID L HEALY,House,Principal campaign committee
RALPH FORBES' FREEDOM AND JUSTICE FOR AMERICA CAMPAIGN,C00371898,RALPH FORBES,House,Principal campaign committee
FRIENDS OF DINO,C00371906,LOUIS KADES,House,Principal campaign committee
PROVINCE HEALTHCARE COMPANY GOVERNMENT AFFAIRS COMMITTEE,C00372458,Fay Eugene Anthony,PAC - Qualified,Unauthorized
JACKSON WALKER LLP POLITICAL ACTION COMMITTEE,C00373076,THOMAS F SEDBERRY,PAC - Nonqualified,Unauthorized
NORTH CAROLINAS SALUTE TO GEORGE W. BUSH COMMITTEE INC.,C00373084,Theodore V. Koch,Party - Nonqualified,Joint fundraising committee
ROZ MCGRATH FOR ASSEMBLY,C00373092,STEPHEN J KAUFMAN,PAC - Nonqualified,Unauthorized
COMMITTEE TO ELECT DENNY PIERSON TO CONGRESS,C00373209,DENNY PIERSON,House,Principal campaign committee
JIM SIMON FOR CONGRESS,C00373548,Spongberg Doug,House,Principal campaign committee
FRIENDS OF FRANK THOMAS,C00374033,RONALD THOMAS,House,Principal campaign committee
FRIENDS OF BOB GROSS COMMIITTEE,C00374314,Corie Chan,House,Principal campaign committee
JIM BAKER FOR CONGRESS,C00374637,ANNA RUTH KENNEDY,House,Principal campaign committee
DUSKO JOVICIC FOR CONGRESS,C00374678,BEAU BAUKOL,House,Principal campaign committee
SCHNEIDER FOR CONGRESS,C00374751,SCHNEIDER JAN MS,House,Authorized by a candidate
MOFFITT FOR CONGRESS,C00374827,CASSANDRA MOFFITT,House,Principal campaign committee
BRIDGEWATER 2002 INC.,C00374892,Stanley R. de Waal,House,Authorized by a candidate
PILLSBURY FOR CONGRESS,C00374942,PATRICIA L NUELSEN,House,Principal campaign committee
CONSUMER TECHNOLOGY ASSOCIATION PAC,C00375048,PETRICONE MICHAEL,PAC - Qualified,Lobbyist/Registrant PAC
OGLES FOR CONGRESS,C00375170,MONICA OGLES,House,Principal campaign committee
CHRIS PRINGLE FOR CONGRESS,C00375477,GERALD E GIBBONS,House,Principal campaign committee
BOYD FOR CONGRESS,C00375550,DAVID SPENCER,House,Principal campaign committee
KEY PLASTICS L.L.C. PAC,C00375600,Lou Ann Counihan,PAC - Qualified,Unauthorized
FLORIDA BUILDING AND CONSTRUCTION TRADES COUNCIL BAC PAC,C00375832,R MICHAEL WILLIAMS,PAC - Qualified,Unauthorized
K12 INC PAC,C00376020,RONALD PACKARD,PAC - Nonqualified,Unauthorized
HELP AMERICA'S LEADERS POLITICAL ACTION COMMITTEE (HALPAC),C00376038,MITCHELL ROBERT,PAC - Qualified,Leadership PAC
LEADERSHIP FOR AMERICA'S CHILDREN AND FAMILIES,C00376269,GUTZLER KIMBERLY,PAC - Nonqualified,Unauthorized
ILLINOIS CORN GROWERS ASSOCIATION POLITICAL INVOLVEMENT FUND-FEDERAL,C00376590,BLUNIER STANLEY,PAC - Qualified,Unauthorized
CARDINAL FOR CONGRESS,C00376822,DAVID H HESLEY,House,Authorized by a candidate
DOLE VICTORY COMMITTEE,C00376871,DOUG ROBINSON,Party - Nonqualified,Joint fundraising committee
ENZ FOR CONGRESS,C00376954,JOHN R MCGOWAN,House,Principal campaign committee
ESWORTHY FOR US SENATE COMMITTEE,C00377119,TOM HOWE,Senate,Principal campaign committee
NATIONAL BISON ASSOCIATION PAC,C00377291,JIM MATHESON,PAC - Nonqualified,Unauthorized
TRAIN POLITICAL ACTION COMMITTEE,C00377317,MARK DYSART,PAC - Nonqualified,Unauthorized
REPUBLICAN WIN COMMITTEE: GLORIA 2002,C00377358,GLORIA KRUEGER HAM,House,Principal campaign committee
TENNESSEE SENATE 2002,C00377671,ANDREW GROSSMAN,Party - Qualified,Joint fundraising committee
VOTE VEHAR COMMITTEE,C00377721,ROBERT M VEHAR,House,Principal campaign committee
SCIOTTO GAYNOR & ASSOCIATES LLC DBA AMERICAN STRATEGIES PAC,C00378018,MICHAEL B GAYNOR,PAC - Nonqualified,Unauthorized
FRASIER FOR CONGRESS,C00378141,BEN FRASIER,House,Principal campaign committee
BULL MOOSE REPUBLICANS INC,C00378224,JONATHAN SIMS,PAC - Nonqualified,Unauthorized
SCHWADRON FOR THE 1ST COMMITTEE,C00378299,ALAN PROTZEL,House,Principal campaign committee
CONSOLIDATED BUSINESS POLITICAL ACTION COMMITTEE,C00378331,RANDY MIAO LIU,PAC - Nonqualified,Unauthorized
NEW YORK DEMS 2002,C00378372,JANICA KYRIACOPOULOS,Party - Nonqualified,Joint fundraising committee
JOE ADA FOR CONGRESS,C00378539,VALENTINO S PEREZ,House,Principal campaign committee
ELECT ELECT LOUGHLIN ELECT CONGRESSMAN TOM,C00378570,MICHAEL T TODARO,House,Principal campaign committee
COMMITTEE TO ELECT EMBRY MALONE -CONGRESSIONAL DISTRICT 13TH,C00378729,EMBRY MALONE,House,Principal campaign committee
ARCADIS ENGINEERING SERVICES (USA) INC. PAC,C00378752,MICHAEL MURRAY,PAC - Nonqualified,Unauthorized
SMOKE BEND ASSOCIATES LLC FEDERAL POLITICAL ACTION COMMITTEE,C00378950,SOLAR DEREK C.,PAC - Qualified,Unauthorized
JEFF WRISLEY FOR CONGRESS,C00379248,Kanitz Sarah,House,Principal campaign committee
THE COMMITTEE TO ELECT MIKE BERLON,C00379255,ROBERT R BERLON,House,Principal campaign committee
ROBERT DUVALL ELECTION FUND,C00379362,ROBERT C TAYLOR,House,Principal campaign committee
CENTRAL CONTRA COSTA UNITED DEMOCRATIC CAMPAIGN (CCCUDC),C00379834,GREGORY E SANBORN,PAC - Nonqualified,Unauthorized
GLASS FOR CONGRESS INC,C00379941,JOAN KUUSELA,House,Principal campaign committee
BARRY FOR CONGRESS CAMPAIGN COMMITTEE,C00379966,GEORGE B SMITH,House,Principal campaign committee
HEALTH EDUCATION & EQUALITY POLITICAL ACTION COMMITTEE (HEEPAC),C00380113,JAMAL H ANDERSON,PAC - Nonqualified,Unauthorized
PACIFIC NORTHWEST FUND,C00380386,Simons Marta,PAC - Nonqualified,Unauthorized
LOUISIANA HOSPITAL ASSOCIATION POLITICAL ACTION COMMITTEE (HOSPPAC),C00380394,CLARK R COSSE III,PAC - Nonqualified,Unauthorized
WILKINSON FOR CONGRESS,C00380584,WILLIAM E VAUGHN JR,House,Principal campaign committee
ORAM FOR CONGRESS,C00380808,Oram Albert Mr. Jr.,House,Principal campaign committee
MICHIGAN VICTORY COMMITTEE,C00381004,Christopher J. Ward,Party - Nonqualified,Joint fundraising committee
MC GAUGHEY FOR SENATE CAMPAIGN,C00381053,WILLIALM MCGAUGHEY,Senate,Principal campaign committee
MATTSSON FOR CONGRESS,C00381103,MICHAEL J RYAN,House,Principal campaign committee
LIFE ISSUES FAMILY ETHICS POLITICAL ACTION COMMITTEE,C00381343,DANIEL BRIAN DURINGER,PAC - Nonqualified,Unauthorized
MONICA MONICA FOR CONGRESS,C00381558,THOMAS J LONG,House,Principal campaign committee
WORDSWORTH ACADEMY PAC,C00381673,DEBRA S LACKS,PAC - Nonqualified,Unauthorized
MS PRESIDENT,C00381889,MOORE LAWRENCE E III,PAC - Nonqualified,Unauthorized
BUTLER SNOW POLITICAL ACTION COMMITTEE,C00382275,CARDIN TOMMIE MR.,PAC - Qualified,Unauthorized
OHLONE AREA UNITED DEMOCRATIC CAMPAIGN,C00382283,GEBHART JANICE,PAC - Nonqualified,Unauthorized
NATIONAL FRATERNAL ORDER OF POLICE PAC,C00382556,SMALLWOOD JAMES,PAC - Qualified,Lobbyist/Registrant PAC
SOUTH DAKOTA SPORTMANS ALLIANCE,C00382622,JOSEPH R LUX,Single Candidate Independent Expenditure,Unauthorized
CUPAAC CITIZEN UNITED FOR POLITICAL AWARNESS ACTION,C00383000,JANET L RICE,PAC - Nonqualified,Unauthorized
